representation,condition,replicate,target_linear_score,target_nonlinear_score,target_combined_score,target_linear_p,target_nonlinear_p,target_combined_p,linear_any,nonlinear_any,combined_any,target_linear_localized,target_nonlinear_localized,target_combined_localized,combined_significant_pairs,broad_global_mode
R2,direct_linear,151,0.5400893837140032,0.15657796929576165,0.5400893837140032,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,152,0.6338251722895544,0.2311298340215705,0.6338251722895544,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,153,0.5596144912133669,0.1555041634310532,0.5596144912133669,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,154,0.6004462456912197,0.18738089985451997,0.6004462456912197,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,155,0.5850877928750985,0.16887740679904534,0.5850877928750985,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,156,0.6487264547286422,0.25405140093637874,0.6487264547286422,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,157,0.560217876952947,0.18743510805962255,0.560217876952947,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,158,0.6261184402797243,0.21442299157153052,0.6261184402797243,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,159,0.5717195868513097,0.16403776901979983,0.5717195868513097,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,160,0.5956437774412774,0.2003241899919579,0.5956437774412774,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,161,0.6199019945780154,0.22491247214370905,0.6199019945780154,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,162,0.6227416940627245,0.21250216661569343,0.6227416940627245,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,163,0.5751286867552156,0.1813247345441959,0.5751286867552156,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,164,0.6282375738563428,0.2212339164024355,0.6282375738563428,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,165,0.6354643148192575,0.20813777006812534,0.6354643148192575,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,166,0.6505452977136299,0.27169162364888466,0.6505452977136299,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,167,0.6126742022221976,0.15629289109056432,0.6126742022221976,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,168,0.5870272553259954,0.17458714371715628,0.5870272553259954,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,169,0.6197725856714424,0.21830373703986616,0.6197725856714424,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,170,0.5648384417330272,0.16487751796192485,0.5648384417330272,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,171,0.6027600270429422,0.22137992660393158,0.6027600270429422,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,172,0.6190002123316235,0.23210075269835861,0.6190002123316235,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,173,0.6209756832104203,0.17930753501517993,0.6209756832104203,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,174,0.6549932521363142,0.2630449575884656,0.6549932521363142,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,175,0.6023084908612811,0.2233252549166157,0.6023084908612811,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,176,0.6427279882241171,0.25086304092353523,0.6427279882241171,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,177,0.6188297843020265,0.22561224367386878,0.6188297843020265,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,178,0.5583229826560101,0.17046587161409194,0.5583229826560101,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,179,0.5423696758906148,0.16499495877159298,0.5423696758906148,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,180,0.5857070577798792,0.2029827492768746,0.5857070577798792,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,181,0.6250322849911646,0.20988265667363165,0.6250322849911646,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,182,0.5244297406611326,0.15180130270151748,0.5244297406611326,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,183,0.5483175135653046,0.1474635793885643,0.5483175135653046,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,184,0.5796572260049518,0.1884894429627863,0.5796572260049518,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,185,0.6193087450079776,0.1971216707697145,0.6193087450079776,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,186,0.5684769845243269,0.16549944330735325,0.5684769845243269,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,187,0.6157449887277251,0.23531352862148477,0.6157449887277251,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,188,0.6009732734029483,0.19297571024662724,0.6009732734029483,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,189,0.5612253339515335,0.16851426241029918,0.5612253339515335,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,190,0.5791571149742624,0.18373038687544935,0.5791571149742624,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,191,0.590153246339047,0.22556683459761318,0.590153246339047,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R2,direct_linear,192,0.6293270912973294,0.225070096718941,0.6293270912973294,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,193,0.5715070497202579,0.16156789001688218,0.5715070497202579,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,194,0.6181677332019285,0.2260777896994616,0.6181677332019285,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,195,0.644892241187763,0.23687299609602422,0.644892241187763,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,196,0.6501873972382279,0.24861918029387606,0.6501873972382279,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,197,0.6025566379156,0.16521312608063773,0.6025566379156,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,198,0.6464789339162552,0.21767381811156408,0.6464789339162552,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,199,0.6041621701511751,0.20193757470747126,0.6041621701511751,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R2,direct_linear,200,0.6436199896365308,0.22980101658844349,0.6436199896365308,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,1,0.5852737954351849,0.17742495923598578,0.5852737954351849,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,2,0.600866335431568,0.21463294628723317,0.600866335431568,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,3,0.6080560722545797,0.20640645834543064,0.6080560722545797,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,4,0.6033544287667674,0.19672355218646786,0.6033544287667674,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,5,0.6151320312959426,0.2211477479275599,0.6151320312959426,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,6,0.625050826809347,0.22892784798608537,0.625050826809347,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,7,0.606988368227635,0.1903148070116381,0.606988368227635,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,8,0.6124552164339936,0.20832053300916709,0.6124552164339936,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,9,0.6082863793537112,0.2121793157642737,0.6082863793537112,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,10,0.6414746097148702,0.23927682820251478,0.6414746097148702,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,11,0.5811233981401757,0.18743995218953505,0.5811233981401757,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R3,direct_linear,12,0.6606681689167411,0.2586319668164374,0.6606681689167411,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,13,0.6031547128263143,0.20293020580140916,0.6031547128263143,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,14,0.6274895439100505,0.22083749864173763,0.6274895439100505,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,15,0.6121532158145924,0.20157867987454137,0.6121532158145924,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,16,0.5662779912755388,0.17689616946067405,0.5662779912755388,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,17,0.600601320665318,0.19163761539573293,0.600601320665318,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,18,0.653388459706003,0.262198487377041,0.653388459706003,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,19,0.644911448863464,0.2484728629080878,0.644911448863464,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,20,0.591810690918057,0.1938769187279972,0.591810690918057,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,21,0.6216961850406642,0.2167622222497836,0.6216961850406642,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,22,0.6190522949566621,0.21313694549628773,0.6190522949566621,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,23,0.5972865639829534,0.19132116216007744,0.5972865639829534,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,24,0.562492642054426,0.16117309594875276,0.562492642054426,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,25,0.6092373652037446,0.191789447336412,0.6092373652037446,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,26,0.6465465853501142,0.24379099422220393,0.6465465853501142,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,27,0.5695984419359225,0.16643459941583116,0.5695984419359225,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,28,0.592561084947918,0.195476452541804,0.592561084947918,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,29,0.5909684863911425,0.1988111340156828,0.5909684863911425,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R3,direct_linear,30,0.5807570660287327,0.17234266540103912,0.5807570660287327,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,31,0.6436709821791367,0.22641247636257292,0.6436709821791367,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,32,0.5906116790736218,0.19182689802291963,0.5906116790736218,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,33,0.5892416962618717,0.19575433806890835,0.5892416962618717,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,34,0.5851377303484462,0.1709686346467301,0.5851377303484462,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,35,0.6205213512584027,0.2138713743939478,0.6205213512584027,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,36,0.6138382510837396,0.21294773156589192,0.6138382510837396,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,37,0.6828065532758354,0.2861028019331028,0.6828065532758354,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,38,0.5548574369400735,0.15815176321033894,0.5548574369400735,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,39,0.633308854591144,0.23397628832963885,0.633308854591144,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,40,0.605604090265227,0.20418781242549278,0.605604090265227,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,41,0.5637207645626328,0.17776827329958042,0.5637207645626328,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,42,0.553193874667935,0.15885484728785992,0.553193874667935,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,43,0.5447305682526694,0.16002645131064153,0.5447305682526694,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,44,0.6013146289726454,0.2044095473500932,0.6013146289726454,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,45,0.6103701844785587,0.2083347056848948,0.6103701844785587,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,46,0.5916334819602637,0.188540811921781,0.5916334819602637,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,47,0.5886650854777851,0.19332569308440126,0.5886650854777851,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,48,0.6223370443074462,0.21965489167774574,0.6223370443074462,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,49,0.6034816993569111,0.21508618437818144,0.6034816993569111,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,50,0.5840560877094104,0.19805277427458015,0.5840560877094104,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,51,0.653394857031362,0.2352037542861133,0.653394857031362,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,52,0.5983721770912824,0.20034037246570469,0.5983721770912824,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,53,0.6220149021453198,0.2096341423605866,0.6220149021453198,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,54,0.6381707074460644,0.23393437567853595,0.6381707074460644,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,55,0.5908423396596085,0.1858259395542422,0.5908423396596085,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,56,0.5878013205570816,0.18703700173680554,0.5878013205570816,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,57,0.6772496559896778,0.27823553793519895,0.6772496559896778,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,58,0.6232477496443437,0.22138128874331262,0.6232477496443437,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,59,0.5952566277685098,0.1863797526161807,0.5952566277685098,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,60,0.5866165190763428,0.19013607624435103,0.5866165190763428,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,61,0.6387331434766517,0.220049552031439,0.6387331434766517,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,62,0.6010326190597718,0.18540192847656548,0.6010326190597718,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,63,0.5761508336378391,0.17199561188128465,0.5761508336378391,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,64,0.6000457859598644,0.21285832563150767,0.6000457859598644,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,65,0.5900425482305367,0.2021437460119002,0.5900425482305367,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,66,0.6697140244520504,0.2837167493552672,0.6697140244520504,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,67,0.6417544364518409,0.2525767504029093,0.6417544364518409,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,68,0.5657680483004222,0.17482888623063184,0.5657680483004222,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,69,0.6292473333006617,0.22739122261327346,0.6292473333006617,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,70,0.5813493271038708,0.17805083961792295,0.5813493271038708,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,71,0.5155649012642906,0.13602131260164194,0.5155649012642906,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,72,0.6613318933087798,0.2686313171828307,0.6613318933087798,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,73,0.5702685130527919,0.1769047455453944,0.5702685130527919,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R3,direct_linear,74,0.5934051307137657,0.20571318777052117,0.5934051307137657,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R3,direct_linear,75,0.5589253471112414,0.18826771635577935,0.5589253471112414,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,76,0.6000332368228162,0.19489742715351993,0.6000332368228162,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,77,0.5820045117020527,0.1834218365786405,0.5820045117020527,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R3,direct_linear,78,0.5956665847545666,0.18086013944437251,0.5956665847545666,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
