representation,condition,replicate,target_linear_score,target_nonlinear_score,target_combined_score,target_linear_p,target_nonlinear_p,target_combined_p,linear_any,nonlinear_any,combined_any,target_linear_localized,target_nonlinear_localized,target_combined_localized,combined_significant_pairs,broad_global_mode
R4,common_pair,83,0.5758583852107693,0.17029427750633536,0.5758583852107693,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,84,0.5772520313983931,0.1873446947436433,0.5772520313983931,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,85,0.5330174603236871,0.12419362538727045,0.5330174603236871,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,86,0.5957958925065783,0.19881707416522493,0.5957958925065783,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,87,0.5580536700397801,0.18104588189409504,0.5580536700397801,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,88,0.6330541429792221,0.23007716208730716,0.6330541429792221,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,89,0.5597195106405034,0.15169853203635292,0.5597195106405034,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,90,0.5397043750297557,0.13757747743956522,0.5397043750297557,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,91,0.4834393264412931,0.10622050654802019,0.4834393264412931,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,92,0.5599603379297126,0.15638677315599608,0.5599603379297126,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,93,0.5544816433742361,0.17279411094188946,0.5544816433742361,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,94,0.6026698905869213,0.1978614698586883,0.6026698905869213,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,95,0.586860277173722,0.18116004434128274,0.586860277173722,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,96,0.5912113669040603,0.18674189998434335,0.5912113669040603,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,97,0.5507473617853709,0.1624624922683806,0.5507473617853709,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,98,0.5367699817892316,0.1348570588710723,0.5367699817892316,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,99,0.5110574970826947,0.1418213964342655,0.5110574970826947,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,100,0.5812948857585116,0.18636860164827068,0.5812948857585116,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,101,0.5840618660918816,0.1753585153091376,0.5840618660918816,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,102,0.5977572922021008,0.19217076402939737,0.5977572922021008,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,103,0.49137627305703696,0.11904348020273442,0.49137627305703696,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,104,0.5681590686868984,0.16321925020022737,0.5681590686868984,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,105,0.5708067407470068,0.16349507654589332,0.5708067407470068,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,106,0.5517010932237004,0.1524079432968163,0.5517010932237004,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,107,0.5784987107817913,0.17983532863957763,0.5784987107817913,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,108,0.5852930966494376,0.20783574080205683,0.5852930966494376,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,109,0.546935738293739,0.16772338696714642,0.546935738293739,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,110,0.5494383332460003,0.1602286539763993,0.5494383332460003,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,111,0.5745734495782382,0.16407715398683811,0.5745734495782382,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,112,0.5516082365214606,0.1535509402156855,0.5516082365214606,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,113,0.49174047741909077,0.12563782271253612,0.49174047741909077,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,114,0.5702256076574748,0.16978838001038823,0.5702256076574748,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,115,0.5072150038376515,0.11588209228792737,0.5072150038376515,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,116,0.5289853957120721,0.13348518414238927,0.5289853957120721,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,117,0.5808775098049633,0.18949294322527327,0.5808775098049633,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,118,0.5400991747400958,0.15220183912791377,0.5400991747400958,0.0005,0.0005,0.0005,True,True,True,True,True,True,3,False
R4,common_pair,119,0.5502296457369393,0.14360441956126566,0.5502296457369393,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,120,0.5860378044397603,0.18007134453665,0.5860378044397603,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,121,0.5849437416387275,0.17053185858100572,0.5849437416387275,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,122,0.4733060785475804,0.10985162776392608,0.4733060785475804,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,123,0.5889221143304255,0.18022952876482157,0.5889221143304255,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,124,0.5959000440060773,0.19894216102369733,0.5959000440060773,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,125,0.6032683142881996,0.20526947085343034,0.6032683142881996,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,126,0.54815407730825,0.16289694370556565,0.54815407730825,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,127,0.5963303358705334,0.20045503230666845,0.5963303358705334,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,128,0.5216040131062375,0.12544217593254112,0.5216040131062375,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,129,0.5878013540461181,0.17320575454945067,0.5878013540461181,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,130,0.5107507014491323,0.12377803209997211,0.5107507014491323,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,131,0.5328992106020771,0.1558656326989376,0.5328992106020771,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,132,0.6170114695636979,0.20684726641973558,0.6170114695636979,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,133,0.6367754023912364,0.23300407418839678,0.6367754023912364,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,134,0.5804572744022197,0.16708358679791463,0.5804572744022197,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,135,0.5867446792714962,0.1597784037323405,0.5867446792714962,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,136,0.621973088014794,0.2186843979499231,0.621973088014794,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,137,0.5668631929049245,0.18103328823290055,0.5668631929049245,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,138,0.625788527674782,0.22159056215379425,0.625788527674782,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,139,0.5941883528886976,0.17522735225120914,0.5941883528886976,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,140,0.5904281966002187,0.19163555965743925,0.5904281966002187,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,141,0.6062742159801792,0.1890983352821625,0.6062742159801792,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,142,0.5518093383427911,0.14957079476322638,0.5518093383427911,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,143,0.5834746730494338,0.19207204971038172,0.5834746730494338,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,144,0.5939649256305927,0.18460156385730378,0.5939649256305927,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,145,0.561770539491389,0.18727409586865995,0.561770539491389,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,146,0.5517084371578577,0.16052706391994284,0.5517084371578577,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,147,0.5460930890846101,0.17907366983266731,0.5460930890846101,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,148,0.5749729698432469,0.15357861119894062,0.5749729698432469,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,149,0.5580659919280859,0.1596503894679173,0.5580659919280859,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,150,0.5923782126690949,0.1997899811805699,0.5923782126690949,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,151,0.6651924363626208,0.24504834217029545,0.6651924363626208,0.0005,0.0005,0.0005,True,True,True,True,True,True,3,False
R4,common_pair,152,0.5381376057951677,0.13887697005898944,0.5381376057951677,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,153,0.5316917190527228,0.14839242027610863,0.5316917190527228,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,154,0.5769048208752371,0.18390212235965656,0.5769048208752371,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,155,0.5005763031934946,0.11818148213525012,0.5005763031934946,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,156,0.6002530457884163,0.18717370399997485,0.6002530457884163,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,157,0.62961313141287,0.2177212904627917,0.62961313141287,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,158,0.5871701617713007,0.1934234132101109,0.5871701617713007,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,159,0.5639688581125583,0.17933691250523393,0.5639688581125583,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,160,0.5420991518464198,0.12956557486852097,0.5420991518464198,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,161,0.5291307588315061,0.15123722391493027,0.5291307588315061,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,162,0.5648629030350334,0.17890069677438056,0.5648629030350334,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,163,0.5605169045291903,0.15616777216198247,0.5605169045291903,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,164,0.6469903695068641,0.24092362492764083,0.6469903695068641,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,165,0.6309909239818376,0.19852619026077203,0.6309909239818376,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,166,0.5900805760720745,0.20210292196954363,0.5900805760720745,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,167,0.5177715446358944,0.13874619061318563,0.5177715446358944,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,168,0.5360064508648792,0.17398473601600797,0.5360064508648792,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,169,0.5536915392954798,0.14117852218897484,0.5536915392954798,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,170,0.5247221359561547,0.13954368083834784,0.5247221359561547,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,171,0.5927293981500465,0.19183060252663306,0.5927293981500465,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,172,0.5603963456013257,0.17603806316215456,0.5603963456013257,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,173,0.5943129183117479,0.1860691522124785,0.5943129183117479,0.0005,0.0005,0.0005,True,True,True,True,True,True,3,False
R4,common_pair,174,0.6032292876182983,0.2040357559750709,0.6032292876182983,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,175,0.5246726998048066,0.15504893245128004,0.5246726998048066,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,176,0.543487277223897,0.1468175951062875,0.543487277223897,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,177,0.6361556624603708,0.23914080703597868,0.6361556624603708,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,178,0.5444765525549939,0.15965525013633466,0.5444765525549939,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,179,0.6124554426803037,0.20449253545429658,0.6124554426803037,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,180,0.556392631600147,0.16342144501389627,0.556392631600147,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,181,0.5377919044593638,0.18889306167709335,0.5377919044593638,0.0005,0.0005,0.0005,True,True,True,True,True,True,2,False
R4,common_pair,182,0.5682774230879551,0.155337211752607,0.5682774230879551,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,183,0.5973828815331772,0.192623263495323,0.5973828815331772,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,184,0.5574053231559929,0.15020463694196576,0.5574053231559929,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,185,0.5776165743762549,0.16358840706535566,0.5776165743762549,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,186,0.5645855947216821,0.1690747567754124,0.5645855947216821,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,187,0.5860205364631685,0.1841722556057049,0.5860205364631685,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,188,0.5959747238020127,0.18642764893953823,0.5959747238020127,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,189,0.5621582232250831,0.17132016710169154,0.5621582232250831,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,190,0.594291011302797,0.20897497387175765,0.594291011302797,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,191,0.6435421393299866,0.2276763501697376,0.6435421393299866,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,192,0.5479166183194157,0.15014882368854446,0.5479166183194157,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,193,0.6065102322929876,0.19092366219330809,0.6065102322929876,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,194,0.5815067936473948,0.1948458186130458,0.5815067936473948,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,195,0.622805281361535,0.18735077300184322,0.622805281361535,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,196,0.5001971719107755,0.12078195970210974,0.5001971719107755,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,197,0.5194082391679385,0.13577708056996624,0.5194082391679385,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,198,0.4273895141501317,0.08707515047294144,0.4273895141501317,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,199,0.5725410479226398,0.18147342822794096,0.5725410479226398,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R4,common_pair,200,0.6116830968504503,0.1861369498900494,0.6116830968504503,0.0005,0.0005,0.0005,True,True,True,True,True,True,1,False
R1,nonlinear_square,1,0.05402256922737694,0.1268910203990266,0.1268910203990266,1.0,0.0005,0.587,True,True,True,False,True,False,1,False
R1,nonlinear_square,2,0.10465365898074108,0.10528405700241891,0.10528405700241891,0.932,0.0005,0.93,False,True,False,False,True,False,0,False
R1,nonlinear_square,3,0.1233730618023223,0.12897687309255726,0.12897687309255726,0.66,0.0005,0.5385,False,True,False,False,True,False,0,False
R1,nonlinear_square,4,0.22168411111950276,0.10543160784900481,0.22168411111950276,0.003,0.0005,0.003,True,True,True,True,True,True,1,False
R1,nonlinear_square,5,0.03775895793116337,0.0890756117029233,0.0890756117029233,1.0,0.0005,0.9975,False,True,False,False,True,False,0,False
R1,nonlinear_square,6,0.08186284426822855,0.0935273954277525,0.0935273954277525,0.9995,0.0005,0.9905,False,True,False,False,True,False,0,False
R1,nonlinear_square,7,0.11162927407220763,0.12301632096917381,0.12301632096917381,0.861,0.0005,0.668,False,True,False,False,True,False,0,False
R1,nonlinear_square,8,0.13143177089121455,0.10319721708196476,0.13143177089121455,0.4895,0.0005,0.4895,False,True,False,False,True,False,0,False
R1,nonlinear_square,9,0.08319566368819475,0.14020937681373907,0.14020937681373907,0.9995,0.0005,0.339,False,True,False,False,True,False,0,False
R1,nonlinear_square,10,0.057315009510993185,0.08439434820638696,0.08439434820638696,1.0,0.0005,0.999,False,True,False,False,True,False,0,False
R1,nonlinear_square,11,0.16634888781511026,0.1485293685344247,0.16634888781511026,0.062,0.0005,0.062,False,True,False,False,True,False,0,False
R1,nonlinear_square,12,0.059719540024114795,0.11289142664751589,0.11289142664751589,1.0,0.0005,0.846,False,True,False,False,True,False,0,False
R1,nonlinear_square,13,0.03462173520670303,0.09482937150967428,0.09482937150967428,1.0,0.0005,0.985,False,True,False,False,True,False,0,False
R1,nonlinear_square,14,0.0695430090432791,0.11921043040195188,0.11921043040195188,1.0,0.0005,0.742,False,True,False,False,True,False,0,False
R1,nonlinear_square,15,0.10054205675789417,0.15091529960498581,0.15091529960498581,0.963,0.0005,0.172,False,True,False,False,True,False,0,False
R1,nonlinear_square,16,0.06997306831445177,0.0843589392210144,0.0843589392210144,1.0,0.0005,0.999,False,True,False,False,True,False,0,False
R1,nonlinear_square,17,0.07530050425673625,0.09405622481114415,0.09405622481114415,1.0,0.0005,0.988,False,True,False,False,True,False,0,False
R1,nonlinear_square,18,0.08650577461789692,0.08147578644946936,0.08650577461789692,0.999,0.0005,0.999,False,True,False,False,True,False,0,False
R1,nonlinear_square,19,0.12262658054263736,0.0782650781961159,0.12262658054263736,0.6725,0.0005,0.6725,False,True,False,False,True,False,0,False
R1,nonlinear_square,20,0.11852610379595858,0.10024608416646223,0.11852610379595858,0.756,0.0005,0.756,False,True,False,False,True,False,0,False
R1,nonlinear_square,21,0.11896139949072683,0.09360310058757694,0.11896139949072683,0.7475,0.0005,0.7475,False,True,False,False,True,False,0,False
R1,nonlinear_square,22,0.04367236139121563,0.12149077452489386,0.12149077452489386,1.0,0.0005,0.694,False,True,False,False,True,False,0,False
R1,nonlinear_square,23,0.046218290199227303,0.09834497513920283,0.09834497513920283,1.0,0.0005,0.972,False,True,False,False,True,False,0,False
R1,nonlinear_square,24,0.16057448454960593,0.08344434087911984,0.16057448454960593,0.09,0.0005,0.09,False,True,False,False,True,False,0,False
R1,nonlinear_square,25,0.050959380381137176,0.09373288216112133,0.09373288216112133,1.0,0.0005,0.9895,True,True,True,False,True,False,1,False
R1,nonlinear_square,26,0.04828224526330982,0.09757815276021156,0.09757815276021156,1.0,0.0005,0.9755,False,True,False,False,True,False,0,False
R1,nonlinear_square,27,0.1117001762637885,0.11319752593153222,0.11319752593153222,0.8605,0.0005,0.8405,False,True,False,False,True,False,0,False
R1,nonlinear_square,28,0.23553104435979813,0.11238856784149781,0.23553104435979813,0.0015,0.0005,0.0015,True,True,True,True,True,True,1,False
R1,nonlinear_square,29,0.09985143585804337,0.09458797147240536,0.09985143585804337,0.9655,0.0005,0.9655,False,True,False,False,True,False,0,False
R1,nonlinear_square,30,0.10337446534810918,0.10885508060286186,0.10885508060286186,0.9435,0.0005,0.891,False,True,False,False,True,False,0,False
R1,nonlinear_square,31,0.057704240612103726,0.10906021693578577,0.10906021693578577,1.0,0.0005,0.8895,False,True,False,False,True,False,0,False
R1,nonlinear_square,32,0.055234302843956945,0.1102782995489017,0.1102782995489017,1.0,0.0005,0.8765,False,True,False,False,True,False,0,False
R1,nonlinear_square,33,0.0989727716850301,0.07503089024184877,0.0989727716850301,0.9695,0.0005,0.9695,False,True,False,False,True,False,0,False
R1,nonlinear_square,34,0.10041034509530013,0.11409843559116434,0.11409843559116434,0.964,0.0005,0.8225,False,True,False,False,True,False,0,False
R1,nonlinear_square,35,0.16585401694469548,0.13118973700319397,0.16585401694469548,0.0635,0.0005,0.0635,False,True,False,False,True,False,0,False
R1,nonlinear_square,36,0.07242766835616377,0.14250725846261572,0.14250725846261572,1.0,0.0005,0.3015,False,True,False,False,True,False,0,False
R1,nonlinear_square,37,0.07947905291266365,0.1278260977253151,0.1278260977253151,0.9995,0.0005,0.564,False,True,False,False,True,False,0,False
R1,nonlinear_square,38,0.08879840006871462,0.0938557244922147,0.0938557244922147,0.9975,0.0005,0.9895,False,True,False,False,True,False,0,False
R1,nonlinear_square,39,0.1322878767218691,0.10282983953926052,0.1322878767218691,0.4775,0.0005,0.4775,False,True,False,False,True,False,0,False
R1,nonlinear_square,40,0.12497797993505069,0.14195691155309645,0.14195691155309645,0.6305,0.0005,0.3105,False,True,False,False,True,False,0,False
R1,nonlinear_square,41,0.0833925716385971,0.10875227180339575,0.10875227180339575,0.999,0.0005,0.8915,True,True,True,False,True,False,1,False
R1,nonlinear_square,42,0.0663511537431014,0.09051400294146339,0.09051400294146339,1.0,0.0005,0.9955,False,True,False,False,True,False,0,False
R1,nonlinear_square,43,0.08907638688725544,0.0947724061353609,0.0947724061353609,0.9975,0.0005,0.985,False,True,False,False,True,False,0,False
R1,nonlinear_square,44,0.10091180301822768,0.11160007276766715,0.11160007276766715,0.962,0.0005,0.861,False,True,False,False,True,False,0,False
R1,nonlinear_square,45,0.07820740997192852,0.10529109609042915,0.10529109609042915,1.0,0.0005,0.93,False,True,False,False,True,False,0,False
R1,nonlinear_square,46,0.11556214633333238,0.09849340827650271,0.11556214633333238,0.802,0.0005,0.802,True,True,True,False,True,False,1,False
R1,nonlinear_square,47,0.06682179703744427,0.15198046883092733,0.15198046883092733,1.0,0.0005,0.1565,False,True,False,False,True,False,0,False
R1,nonlinear_square,48,0.12422016707752855,0.12357267596945583,0.12422016707752855,0.6455,0.0005,0.6455,False,True,False,False,True,False,0,False
R1,nonlinear_square,49,0.10094110879520325,0.10195200461184396,0.10195200461184396,0.962,0.0005,0.955,False,True,False,False,True,False,0,False
R1,nonlinear_square,50,0.11673830642397728,0.0626572930634255,0.11673830642397728,0.7865,0.0005,0.7865,False,True,False,False,True,False,0,False
R1,nonlinear_square,51,0.10923099832360916,0.1261075825793983,0.1261075825793983,0.8865,0.0005,0.6085,False,True,False,False,True,False,0,False
R1,nonlinear_square,52,0.042179015202824244,0.0933982353368481,0.0933982353368481,1.0,0.0005,0.9905,False,True,False,False,True,False,0,False
R1,nonlinear_square,53,0.19924342453352592,0.11959992683371143,0.19924342453352592,0.0075,0.0005,0.0075,True,True,True,True,True,True,1,False
R1,nonlinear_square,54,0.06528134265807055,0.08453904336201241,0.08453904336201241,1.0,0.0005,0.999,False,True,False,False,True,False,0,False
R1,nonlinear_square,55,0.08090734814931969,0.13320009048277087,0.13320009048277087,0.9995,0.0005,0.4595,False,True,False,False,True,False,0,False
R1,nonlinear_square,56,0.10953169615236964,0.1025251526616129,0.10953169615236964,0.8825,0.0005,0.8825,False,True,False,False,True,False,0,False
R1,nonlinear_square,57,0.158416609375311,0.09276267433848522,0.158416609375311,0.106,0.0005,0.106,False,True,False,False,True,False,0,False
R1,nonlinear_square,58,0.08714314190993537,0.12329252799843861,0.12329252799843861,0.999,0.0005,0.6625,False,True,False,False,True,False,0,False
R1,nonlinear_square,59,0.06975636747484852,0.13488437707584736,0.13488437707584736,1.0,0.0005,0.428,False,True,False,False,True,False,0,False
R1,nonlinear_square,60,0.058423137363248334,0.10099013030995306,0.10099013030995306,1.0,0.0005,0.962,False,True,False,False,True,False,0,False
R1,nonlinear_square,61,0.06970145681060473,0.10145447259045014,0.10145447259045014,1.0,0.0005,0.9585,False,True,False,False,True,False,0,False
R1,nonlinear_square,62,0.032493085243401346,0.11185158085401668,0.11185158085401668,1.0,0.0005,0.858,False,True,False,False,True,False,0,False
R1,nonlinear_square,63,0.13337032891546707,0.10361311907621576,0.13337032891546707,0.4555,0.0005,0.4555,False,True,False,False,True,False,0,False
R1,nonlinear_square,64,0.054217261776281236,0.11136502453415714,0.11136502453415714,1.0,0.0005,0.866,False,True,False,False,True,False,0,False
R1,nonlinear_square,65,0.1460406598141503,0.0628032951698755,0.1460406598141503,0.241,0.0005,0.241,True,True,True,False,True,False,1,False
R1,nonlinear_square,66,0.09262063638416088,0.05472586198260555,0.09262063638416088,0.992,0.0005,0.992,False,True,False,False,True,False,0,False
R1,nonlinear_square,67,0.06514385033685434,0.1247904371526207,0.1247904371526207,1.0,0.0005,0.633,False,True,False,False,True,False,0,False
R1,nonlinear_square,68,0.04517706099916791,0.10200545679326571,0.10200545679326571,1.0,0.0005,0.9545,False,True,False,False,True,False,0,False
R1,nonlinear_square,69,0.07400071693739725,0.1325053518078103,0.1325053518078103,1.0,0.0005,0.474,False,True,False,False,True,False,0,False
R1,nonlinear_square,70,0.0327872042769404,0.06517045481297729,0.06517045481297729,1.0,0.0005,1.0,False,True,False,False,True,False,0,False
R1,nonlinear_square,71,0.09091042321373524,0.10363240466590139,0.10363240466590139,0.995,0.0005,0.9405,False,True,False,False,True,False,0,False
R1,nonlinear_square,72,0.07372185960032973,0.058074479172437736,0.07372185960032973,1.0,0.0005,1.0,False,True,False,False,True,False,0,False
R1,nonlinear_square,73,0.054620247548695045,0.07700689422363476,0.07700689422363476,1.0,0.0005,1.0,False,True,False,False,True,False,0,False
R1,nonlinear_square,74,0.20223084182743073,0.09303828640768055,0.20223084182743073,0.006,0.0005,0.006,True,True,True,True,True,True,1,False
R1,nonlinear_square,75,0.106371739695262,0.11682594260565311,0.11682594260565311,0.916,0.0005,0.7845,False,True,False,False,True,False,0,False
R1,nonlinear_square,76,0.09203422957956378,0.09932102157699126,0.09932102157699126,0.9935,0.0005,0.968,False,True,False,False,True,False,0,False
R1,nonlinear_square,77,0.11621377443727575,0.12582485454175346,0.12582485454175346,0.7925,0.0005,0.6145,False,True,False,False,True,False,0,False
R1,nonlinear_square,78,0.07126413302436493,0.1145617267071143,0.1145617267071143,1.0,0.0005,0.815,False,True,False,False,True,False,0,False
R1,nonlinear_square,79,0.11614085118287405,0.09992568864165208,0.11614085118287405,0.793,0.0005,0.793,False,True,False,False,True,False,0,False
R1,nonlinear_square,80,0.19108149492183565,0.1432824891681512,0.19108149492183565,0.012,0.0005,0.012,True,True,True,True,True,True,1,False
R1,nonlinear_square,81,0.031235928782441934,0.1618852407128872,0.1618852407128872,1.0,0.0005,0.081,True,True,True,False,True,False,1,False
R1,nonlinear_square,82,0.12585381307198798,0.13256503928355703,0.13256503928355703,0.614,0.0005,0.4725,True,True,True,False,True,False,1,False
R1,nonlinear_square,83,0.10603764656610964,0.11018864985051467,0.11018864985051467,0.92,0.0005,0.8765,False,True,False,False,True,False,0,False
R1,nonlinear_square,84,0.23915657390996012,0.1127135856563686,0.23915657390996012,0.0015,0.0005,0.0015,True,True,True,True,True,True,1,False
