candidate,replicate,linear_max,nonlinear_max,combined_max
rff24,64,0.18697378640146076,0.024849248515813917,0.18697378640146076
rff64,64,0.18697378640146076,0.026884557682136587,0.18697378640146076
rff128,64,0.18697378640146076,0.0279100913693022,0.18697378640146076
ensemble4x32,64,0.18697378640146076,0.027109096026597126,0.18697378640146076
rff24,65,0.09851653240515745,0.022198241010597215,0.09851653240515745
rff64,65,0.09851653240515745,0.019203436555932606,0.09851653240515745
rff128,65,0.09851653240515745,0.019587396334799168,0.09851653240515745
ensemble4x32,65,0.09851653240515745,0.01621954660748507,0.09851653240515745
rff24,66,0.13480626921046812,0.014010635113732413,0.13480626921046812
rff64,66,0.13480626921046812,0.01380464591381114,0.13480626921046812
rff128,66,0.13480626921046812,0.014807563124463349,0.13480626921046812
ensemble4x32,66,0.13480626921046812,0.013643488833651848,0.13480626921046812
rff24,67,0.12737665302685394,0.021059291493839116,0.12737665302685394
rff64,67,0.12737665302685394,0.018612623603681166,0.12737665302685394
rff128,67,0.12737665302685394,0.0177050366499606,0.12737665302685394
ensemble4x32,67,0.12737665302685394,0.017185673920405493,0.12737665302685394
rff24,68,0.11544606963772537,0.0179694372961835,0.11544606963772537
rff64,68,0.11544606963772537,0.014771680320993246,0.11544606963772537
rff128,68,0.11544606963772537,0.017684388913742004,0.11544606963772537
ensemble4x32,68,0.11544606963772537,0.01491015592560271,0.11544606963772537
rff24,69,0.15751488222379995,0.02101578377143385,0.15751488222379995
rff64,69,0.15751488222379995,0.018945798468713557,0.15751488222379995
rff128,69,0.15751488222379995,0.021821989980141263,0.15751488222379995
ensemble4x32,69,0.15751488222379995,0.018375252011921996,0.15751488222379995
rff24,70,0.14576644413039408,0.01819823242894932,0.14576644413039408
rff64,70,0.14576644413039408,0.02267973000865369,0.14576644413039408
rff128,70,0.14576644413039408,0.019003015793117757,0.14576644413039408
ensemble4x32,70,0.14576644413039408,0.017931781519917783,0.14576644413039408
rff24,71,0.12731392916343678,0.011831311797137499,0.12731392916343678
rff64,71,0.12731392916343678,0.014085969132076905,0.12731392916343678
rff128,71,0.12731392916343678,0.01297358968761494,0.12731392916343678
ensemble4x32,71,0.12731392916343678,0.012177974854090591,0.12731392916343678
rff24,72,0.1273310299494602,0.012517434037849395,0.1273310299494602
rff64,72,0.1273310299494602,0.013316289395083676,0.1273310299494602
rff128,72,0.1273310299494602,0.01273679987130155,0.1273310299494602
ensemble4x32,72,0.1273310299494602,0.012703818161667274,0.1273310299494602
rff24,73,0.18120455938777755,0.02370756865378144,0.18120455938777755
rff64,73,0.18120455938777755,0.024731526600336964,0.18120455938777755
rff128,73,0.18120455938777755,0.025227883317677755,0.18120455938777755
ensemble4x32,73,0.18120455938777755,0.023075195878336653,0.18120455938777755
rff24,74,0.1419374998565298,0.014005211561633306,0.1419374998565298
rff64,74,0.1419374998565298,0.015058296680636114,0.1419374998565298
rff128,74,0.1419374998565298,0.015322104690708086,0.1419374998565298
ensemble4x32,74,0.1419374998565298,0.012551229463454416,0.1419374998565298
rff24,75,0.08361447135598368,0.012460872163107276,0.08361447135598368
rff64,75,0.08361447135598368,0.013550618739912673,0.08361447135598368
rff128,75,0.08361447135598368,0.013060006787453629,0.08361447135598368
ensemble4x32,75,0.08361447135598368,0.010901176267262638,0.08361447135598368
rff24,76,0.127466024508101,0.02488039897693137,0.127466024508101
rff64,76,0.127466024508101,0.024232519071911124,0.127466024508101
rff128,76,0.127466024508101,0.02446255714216367,0.127466024508101
ensemble4x32,76,0.127466024508101,0.02355132316663276,0.127466024508101
rff24,77,0.12924159893315854,0.017817282712999396,0.12924159893315854
rff64,77,0.12924159893315854,0.017415078190071105,0.12924159893315854
rff128,77,0.12924159893315854,0.0180068538617648,0.12924159893315854
ensemble4x32,77,0.12924159893315854,0.01696427585837722,0.12924159893315854
rff24,78,0.11827703918367204,0.013685185236265485,0.11827703918367204
rff64,78,0.11827703918367204,0.01202517026925629,0.11827703918367204
rff128,78,0.11827703918367204,0.013318550061615841,0.11827703918367204
ensemble4x32,78,0.11827703918367204,0.011603006685092988,0.11827703918367204
rff24,79,0.14773534412091352,0.014459957063201715,0.14773534412091352
rff64,79,0.14773534412091352,0.016169719900980966,0.14773534412091352
rff128,79,0.14773534412091352,0.013089403276757297,0.14773534412091352
ensemble4x32,79,0.14773534412091352,0.013053795346897773,0.14773534412091352
rff24,80,0.1498543515946745,0.017688348488278695,0.1498543515946745
rff64,80,0.1498543515946745,0.016360863527212787,0.1498543515946745
rff128,80,0.1498543515946745,0.019604326790280943,0.1498543515946745
ensemble4x32,80,0.1498543515946745,0.020425763701425965,0.1498543515946745
rff24,81,0.14364189573107344,0.02133349471189161,0.14364189573107344
