candidate,condition,replicate,target_linear,target_nonlinear,target_combined,target_linear_p,target_nonlinear_p,target_combined_p,linear_max_p,nonlinear_max_p,combined_max_p
ensemble4x32,null,53,0.05837491206595751,0.005695410245195576,0.05837491206595751,1.0,1.0,1.0,0.589,0.397,0.589
rff24,null,54,0.07474985227773182,0.0064046386466334,0.07474985227773182,1.0,1.0,1.0,0.3565,0.3245,0.3565
rff64,null,54,0.07474985227773182,0.005901712329059458,0.07474985227773182,1.0,1.0,1.0,0.3565,0.1795,0.3565
rff128,null,54,0.07474985227773182,0.005362449835051326,0.07474985227773182,1.0,1.0,1.0,0.3565,0.241,0.3565
ensemble4x32,null,54,0.07474985227773182,0.00544225662223863,0.07474985227773182,1.0,1.0,1.0,0.3565,0.118,0.3565
rff24,null,55,0.11177939448439494,0.01051945954102619,0.11177939448439494,0.8555,0.9755,0.8555,0.187,0.7,0.187
rff64,null,55,0.11177939448439494,0.014981951982264867,0.11177939448439494,0.8555,0.579,0.8555,0.187,0.47,0.187
rff128,null,55,0.11177939448439494,0.014199659617560742,0.11177939448439494,0.8555,0.6985,0.8555,0.187,0.354,0.187
ensemble4x32,null,55,0.11177939448439494,0.011789035741381635,0.11177939448439494,0.8555,0.887,0.8555,0.187,0.571,0.187
rff24,null,56,0.06824456672361306,0.009133567437503206,0.06824456672361306,1.0,0.998,1.0,0.2885,0.218,0.2885
rff64,null,56,0.06824456672361306,0.00946401141135346,0.06824456672361306,1.0,0.9965,1.0,0.2885,0.2545,0.2885
rff128,null,56,0.06824456672361306,0.009085597219183617,0.06824456672361306,1.0,1.0,1.0,0.2885,0.247,0.2885
ensemble4x32,null,56,0.06824456672361306,0.008803500263124157,0.06824456672361306,1.0,0.9995,1.0,0.2885,0.347,0.2885
rff24,null,57,0.0974846386442987,0.009751752369942095,0.0974846386442987,0.983,0.993,0.983,0.0495,0.041,0.0495
rff64,null,57,0.0974846386442987,0.008973219913622694,0.0974846386442987,0.983,0.998,0.983,0.0495,0.01,0.0495
rff128,null,57,0.0974846386442987,0.00983852054195565,0.0974846386442987,0.983,0.9975,0.983,0.0495,0.0405,0.0495
ensemble4x32,null,57,0.0974846386442987,0.00782115287395134,0.0974846386442987,0.983,1.0,0.983,0.0495,0.033,0.0495
rff24,null,58,0.0659796049072955,0.008467158662988602,0.0659796049072955,1.0,1.0,1.0,0.4725,0.724,0.4725
rff64,null,58,0.0659796049072955,0.010627047876534054,0.0659796049072955,1.0,0.9785,1.0,0.4725,0.7675,0.4725
rff128,null,58,0.0659796049072955,0.00970282755501379,0.0659796049072955,1.0,0.998,1.0,0.4725,0.7855,0.4725
ensemble4x32,null,58,0.0659796049072955,0.009638955202026858,0.0659796049072955,1.0,0.9945,1.0,0.4725,0.44,0.4725
rff24,null,59,0.05953322414548752,0.006184352066483281,0.05953322414548752,1.0,1.0,1.0,0.929,0.5475,0.929
rff64,null,59,0.05953322414548752,0.00538595204356143,0.05953322414548752,1.0,1.0,1.0,0.929,0.904,0.929
rff128,null,59,0.05953322414548752,0.005389657942243678,0.05953322414548752,1.0,1.0,1.0,0.929,0.885,0.929
ensemble4x32,null,59,0.05953322414548752,0.006058130122263127,0.05953322414548752,1.0,1.0,1.0,0.929,0.9345,0.929
rff24,null,60,0.0798994871297245,0.005112685920390431,0.0798994871297245,1.0,1.0,1.0,0.3325,0.94,0.3325
rff64,null,60,0.0798994871297245,0.005123946393902385,0.0798994871297245,1.0,1.0,1.0,0.3325,0.8065,0.3325
rff128,null,60,0.0798994871297245,0.0059800566092681326,0.0798994871297245,1.0,1.0,1.0,0.3325,0.9685,0.3325
ensemble4x32,null,60,0.0798994871297245,0.00506321385851947,0.0798994871297245,1.0,1.0,1.0,0.3325,0.941,0.3325
rff24,null,61,0.07981351627547792,0.012829105274882386,0.07981351627547792,1.0,0.8275,1.0,0.092,0.6575,0.092
rff64,null,61,0.07981351627547792,0.010857358880691134,0.07981351627547792,1.0,0.9705,1.0,0.092,0.227,0.092
rff128,null,61,0.07981351627547792,0.011115367280560428,0.07981351627547792,1.0,0.968,1.0,0.092,0.2015,0.092
ensemble4x32,null,61,0.07981351627547792,0.01028163658815033,0.07981351627547792,1.0,0.9795,1.0,0.092,0.164,0.092
rff24,null,62,0.10038995035178713,0.010661569825928497,0.10038995035178713,0.968,0.969,0.968,0.2035,0.422,0.2035
rff64,null,62,0.10038995035178713,0.011075211773715623,0.10038995035178713,0.968,0.962,0.968,0.2035,0.332,0.2035
rff128,null,62,0.10038995035178713,0.007928791716700558,0.10038995035178713,0.968,1.0,0.968,0.2035,0.2565,0.2035
ensemble4x32,null,62,0.10038995035178713,0.008634626586776072,0.10038995035178713,0.968,0.9995,0.968,0.2035,0.4045,0.2035
rff24,null,63,0.07955273457770717,0.00718633855359821,0.07955273457770717,1.0,1.0,1.0,0.8695,0.578,0.8695
rff64,null,63,0.07955273457770717,0.007420886825265645,0.07955273457770717,1.0,1.0,1.0,0.8695,0.2675,0.8695
rff128,null,63,0.07955273457770717,0.006943090599747099,0.07955273457770717,1.0,1.0,1.0,0.8695,0.2895,0.8695
ensemble4x32,null,63,0.07955273457770717,0.006491028596930074,0.07955273457770717,1.0,1.0,1.0,0.8695,0.369,0.8695
rff24,null,64,0.049253483037430185,0.007934106788827548,0.049253483037430185,1.0,1.0,1.0,0.8485,0.8505,0.8485
rff64,null,64,0.049253483037430185,0.009838751545834324,0.049253483037430185,1.0,0.994,1.0,0.8485,0.9475,0.8485
rff128,null,64,0.049253483037430185,0.009100527583060177,0.049253483037430185,1.0,1.0,1.0,0.8485,0.9715,0.8485
ensemble4x32,null,64,0.049253483037430185,0.009635981679955897,0.049253483037430185,1.0,0.9945,1.0,0.8485,0.9255,0.8485
rff24,null,65,0.058540028352700994,0.005240216443651952,0.058540028352700994,1.0,1.0,1.0,0.2565,0.7685,0.2565
rff64,null,65,0.058540028352700994,0.004280301398962654,0.058540028352700994,1.0,1.0,1.0,0.2565,0.396,0.2565
rff128,null,65,0.058540028352700994,0.004588976317184018,0.058540028352700994,1.0,1.0,1.0,0.2565,0.5315,0.2565
ensemble4x32,null,65,0.058540028352700994,0.00405582558352002,0.058540028352700994,1.0,1.0,1.0,0.2565,0.58,0.2565
rff24,null,66,0.07932000866126374,0.006087494617909417,0.07932000866126374,1.0,1.0,1.0,0.1455,0.238,0.1455
rff64,null,66,0.07932000866126374,0.007591138440066455,0.07932000866126374,1.0,1.0,1.0,0.1455,0.5315,0.1455
rff128,null,66,0.07932000866126374,0.007484285396557515,0.07932000866126374,1.0,1.0,1.0,0.1455,0.4105,0.1455
ensemble4x32,null,66,0.07932000866126374,0.005965452406421631,0.07932000866126374,1.0,1.0,1.0,0.1455,0.327,0.1455
rff24,null,67,0.06355109237232111,0.007174551775352841,0.06355109237232111,1.0,1.0,1.0,0.292,0.603,0.292
rff64,null,67,0.06355109237232111,0.011149692777555783,0.06355109237232111,1.0,0.9575,1.0,0.292,0.423,0.292
rff128,null,67,0.06355109237232111,0.010010921864268382,0.06355109237232111,1.0,0.996,1.0,0.292,0.5225,0.292
ensemble4x32,null,67,0.06355109237232111,0.01118214099166697,0.06355109237232111,1.0,0.9325,1.0,0.292,0.585,0.292
rff24,null,68,0.05806904344546808,0.004013798561173003,0.05806904344546808,1.0,1.0,1.0,0.497,0.1685,0.497
rff64,null,68,0.05806904344546808,0.004004401556100165,0.05806904344546808,1.0,1.0,1.0,0.497,0.284,0.497
rff128,null,68,0.05806904344546808,0.003879972806536757,0.05806904344546808,1.0,1.0,1.0,0.497,0.288,0.497
ensemble4x32,null,68,0.05806904344546808,0.0037556652566433507,0.05806904344546808,1.0,1.0,1.0,0.497,0.2535,0.497
rff24,null,69,0.09710432308377044,0.010400504738421601,0.09710432308377044,0.9835,0.9795,0.9835,0.5395,0.9795,0.5395
rff64,null,69,0.09710432308377044,0.01021930125180431,0.09710432308377044,0.9835,0.989,0.9835,0.5395,0.5385,0.5395
rff128,null,69,0.09710432308377044,0.008930571098455997,0.09710432308377044,0.9835,1.0,0.9835,0.5395,0.35,0.5395
ensemble4x32,null,69,0.09710432308377044,0.009033692263533392,0.09710432308377044,0.9835,0.9975,0.9835,0.5395,0.435,0.5395
rff24,null,70,0.03160566315366094,0.0051104090524392186,0.03160566315366094,1.0,1.0,1.0,0.177,0.1675,0.177
rff64,null,70,0.03160566315366094,0.006596387991856771,0.03160566315366094,1.0,1.0,1.0,0.177,0.243,0.177
rff128,null,70,0.03160566315366094,0.006301383557251475,0.03160566315366094,1.0,1.0,1.0,0.177,0.2315,0.177
ensemble4x32,null,70,0.03160566315366094,0.0059224612151189925,0.03160566315366094,1.0,1.0,1.0,0.177,0.325,0.177
rff24,null,71,0.10452672429500326,0.009572743637812383,0.10452672429500326,0.9405,0.995,0.9405,0.9365,0.665,0.9365
rff64,null,71,0.10452672429500326,0.008625143568635977,0.10452672429500326,0.9405,1.0,0.9405,0.9365,0.7265,0.9365
rff128,null,71,0.10452672429500326,0.00951574912652025,0.10452672429500326,0.9405,0.999,0.9405,0.9365,0.7855,0.9365
ensemble4x32,null,71,0.10452672429500326,0.008045057648257452,0.10452672429500326,0.9405,1.0,0.9405,0.9365,0.8025,0.9365
rff24,null,72,0.06656206497480557,0.007123256601315591,0.06656206497480557,1.0,1.0,1.0,0.4725,0.9295,0.4725
rff64,null,72,0.06656206497480557,0.009803406035126196,0.06656206497480557,1.0,0.9945,1.0,0.4725,0.951,0.4725
rff128,null,72,0.06656206497480557,0.006986538175948747,0.06656206497480557,1.0,1.0,1.0,0.4725,0.95,0.4725
ensemble4x32,null,72,0.06656206497480557,0.006655429416045692,0.06656206497480557,1.0,1.0,1.0,0.4725,0.9175,0.4725
rff24,null,73,0.06163670312589533,0.003240275733464448,0.06163670312589533,1.0,1.0,1.0,0.6345,0.3745,0.6345
rff64,null,73,0.06163670312589533,0.004107000751008333,0.06163670312589533,1.0,1.0,1.0,0.6345,0.5265,0.6345
rff128,null,73,0.06163670312589533,0.0036764697349078476,0.06163670312589533,1.0,1.0,1.0,0.6345,0.319,0.6345
ensemble4x32,null,73,0.06163670312589533,0.0038409499988801034,0.06163670312589533,1.0,1.0,1.0,0.6345,0.369,0.6345
rff24,null,74,0.06276451835226382,0.011435509960909132,0.06276451835226382,1.0,0.932,1.0,0.94,0.8105,0.94
rff64,null,74,0.06276451835226382,0.010699064697924901,0.06276451835226382,1.0,0.9765,1.0,0.94,0.9485,0.94
rff128,null,74,0.06276451835226382,0.008386468881846522,0.06276451835226382,1.0,1.0,1.0,0.94,0.9885,0.94
ensemble4x32,null,74,0.06276451835226382,0.008560210571607548,0.06276451835226382,1.0,0.9995,1.0,0.94,0.9065,0.94
rff24,null,75,0.06551001818688507,0.008585712106057655,0.06551001818688507,1.0,1.0,1.0,0.65,0.554,0.65
rff64,null,75,0.06551001818688507,0.008034025234812003,0.06551001818688507,1.0,1.0,1.0,0.65,0.708,0.65
rff128,null,75,0.06551001818688507,0.006488218348583045,0.06551001818688507,1.0,1.0,1.0,0.65,0.535,0.65
ensemble4x32,null,75,0.06551001818688507,0.006268009564561296,0.06551001818688507,1.0,1.0,1.0,0.65,0.6155,0.65
rff24,null,76,0.054333043910850004,0.007327269861689293,0.054333043910850004,1.0,1.0,1.0,0.79,0.655,0.79
rff64,null,76,0.054333043910850004,0.006092197946076146,0.054333043910850004,1.0,1.0,1.0,0.79,0.6525,0.79
rff128,null,76,0.054333043910850004,0.006453001588828253,0.054333043910850004,1.0,1.0,1.0,0.79,0.6475,0.79
ensemble4x32,null,76,0.054333043910850004,0.0068520613252893445,0.054333043910850004,1.0,1.0,1.0,0.79,0.611,0.79
rff24,null,77,0.07113968280985329,0.007665777407080927,0.07113968280985329,1.0,1.0,1.0,0.882,0.8035,0.882
rff64,null,77,0.07113968280985329,0.005620390732562338,0.07113968280985329,1.0,1.0,1.0,0.882,0.5445,0.882
rff128,null,77,0.07113968280985329,0.005710044374757067,0.07113968280985329,1.0,1.0,1.0,0.882,0.6225,0.882
ensemble4x32,null,77,0.07113968280985329,0.006511191766726783,0.07113968280985329,1.0,1.0,1.0,0.882,0.4895,0.882
rff24,null,78,0.08946072925861003,0.01125226830713104,0.08946072925861003,0.9985,0.9435,0.9985,0.8225,0.056,0.8225
rff64,null,78,0.08946072925861003,0.009583897289897217,0.08946072925861003,0.9985,0.996,0.9985,0.8225,0.0905,0.8225
rff128,null,78,0.08946072925861003,0.009693963678055174,0.08946072925861003,0.9985,0.998,0.9985,0.8225,0.0685,0.8225
ensemble4x32,null,78,0.08946072925861003,0.009384049881508646,0.08946072925861003,0.9985,0.9955,0.9985,0.8225,0.084,0.8225
rff24,null,79,0.054601330445226796,0.006263491713983652,0.054601330445226796,1.0,1.0,1.0,0.8695,0.9995,0.8695
rff64,null,79,0.054601330445226796,0.007636538276781756,0.054601330445226796,1.0,1.0,1.0,0.8695,0.964,0.8695
rff128,null,79,0.054601330445226796,0.007559058025962951,0.054601330445226796,1.0,1.0,1.0,0.8695,0.9835,0.8695
ensemble4x32,null,79,0.054601330445226796,0.007591012152597864,0.054601330445226796,1.0,1.0,1.0,0.8695,0.988,0.8695
rff24,null,80,0.11853865683384347,0.00716178733070489,0.11853865683384347,0.7555,1.0,0.7555,0.545,0.675,0.545
rff64,null,80,0.11853865683384347,0.011353966542105494,0.11853865683384347,0.7555,0.952,0.7555,0.545,0.269,0.545
rff128,null,80,0.11853865683384347,0.010315579583293972,0.11853865683384347,0.7555,0.9885,0.7555,0.545,0.646,0.545
ensemble4x32,null,80,0.11853865683384347,0.008631957674605043,0.11853865683384347,0.7555,0.9995,0.7555,0.545,0.5615,0.545
rff24,null,81,0.07333504623896617,0.005731085439046532,0.07333504623896617,1.0,1.0,1.0,0.338,0.782,0.338
rff64,null,81,0.07333504623896617,0.004874172443362406,0.07333504623896617,1.0,1.0,1.0,0.338,0.5605,0.338
rff128,null,81,0.07333504623896617,0.005931705375656949,0.07333504623896617,1.0,1.0,1.0,0.338,0.7995,0.338
ensemble4x32,null,81,0.07333504623896617,0.004508050405332224,0.07333504623896617,1.0,1.0,1.0,0.338,0.815,0.338
rff24,null,82,0.06719675276941543,0.00447397171621694,0.06719675276941543,1.0,1.0,1.0,0.762,0.4785,0.762
rff64,null,82,0.06719675276941543,0.005025156988123721,0.06719675276941543,1.0,1.0,1.0,0.762,0.7195,0.762
rff128,null,82,0.06719675276941543,0.004994251512595382,0.06719675276941543,1.0,1.0,1.0,0.762,0.911,0.762
ensemble4x32,null,82,0.06719675276941543,0.0050091432413018454,0.06719675276941543,1.0,1.0,1.0,0.762,0.9105,0.762
rff24,null,83,0.10986886681075651,0.01751502974533024,0.10986886681075651,0.8835,0.3095,0.8835,0.8835,0.3095,0.8835
rff64,null,83,0.10986886681075651,0.012254667525284861,0.10986886681075651,0.8835,0.8965,0.8835,0.8835,0.47,0.8835
rff128,null,83,0.10986886681075651,0.01730228285342301,0.10986886681075651,0.8835,0.3455,0.8835,0.8835,0.3455,0.8835
ensemble4x32,null,83,0.10986886681075651,0.01445872287714503,0.10986886681075651,0.8835,0.566,0.8835,0.8835,0.566,0.8835
rff24,null,84,0.053923209255438094,0.005253282961262844,0.053923209255438094,1.0,1.0,1.0,0.409,0.4375,0.409
rff64,null,84,0.053923209255438094,0.005646765504573104,0.053923209255438094,1.0,1.0,1.0,0.409,0.3685,0.409
rff128,null,84,0.053923209255438094,0.006643249468137519,0.053923209255438094,1.0,1.0,1.0,0.409,0.546,0.409
ensemble4x32,null,84,0.053923209255438094,0.006317153688532256,0.053923209255438094,1.0,1.0,1.0,0.409,0.582,0.409
rff24,null,85,0.08555126052747468,0.011189858223074684,0.08555126052747468,0.999,0.948,0.999,0.2865,0.852,0.2865
rff64,null,85,0.08555126052747468,0.009778385959556999,0.08555126052747468,0.999,0.9945,0.999,0.2865,0.718,0.2865
rff128,null,85,0.08555126052747468,0.009804925558019381,0.08555126052747468,0.999,0.9975,0.999,0.2865,0.481,0.2865
ensemble4x32,null,85,0.08555126052747468,0.008893285038428449,0.08555126052747468,0.999,0.999,0.999,0.2865,0.647,0.2865
rff24,null,86,0.07223042066335675,0.005177693917454009,0.07223042066335675,1.0,1.0,1.0,0.9225,0.5805,0.9225
rff64,null,86,0.07223042066335675,0.005154007762459939,0.07223042066335675,1.0,1.0,1.0,0.9225,0.134,0.9225
rff128,null,86,0.07223042066335675,0.0062585543364462246,0.07223042066335675,1.0,1.0,1.0,0.9225,0.151,0.9225
ensemble4x32,null,86,0.07223042066335675,0.006455092477720961,0.07223042066335675,1.0,1.0,1.0,0.9225,0.173,0.9225
rff24,null,87,0.09494279729938035,0.015772278587425963,0.09494279729938035,0.9885,0.469,0.9885,0.4245,0.089,0.4245
rff64,null,87,0.09494279729938035,0.011746910597510575,0.09494279729938035,0.9885,0.9275,0.9885,0.4245,0.3,0.4245
rff128,null,87,0.09494279729938035,0.014389097966926502,0.09494279729938035,0.9885,0.678,0.9885,0.4245,0.2915,0.4245
ensemble4x32,null,87,0.09494279729938035,0.011312461056737368,0.09494279729938035,0.9885,0.9245,0.9885,0.4245,0.288,0.4245
rff24,null,88,0.07246750372506011,0.005692548601675335,0.07246750372506011,1.0,1.0,1.0,0.012,0.034,0.012
rff64,null,88,0.07246750372506011,0.004488952654157189,0.07246750372506011,1.0,1.0,1.0,0.012,0.0865,0.012
rff128,null,88,0.07246750372506011,0.005323464309487335,0.07246750372506011,1.0,1.0,1.0,0.012,0.0445,0.012
ensemble4x32,null,88,0.07246750372506011,0.005687588629580232,0.07246750372506011,1.0,1.0,1.0,0.012,0.051,0.012
rff24,null,89,0.06772960144554716,0.005112913445998724,0.06772960144554716,1.0,1.0,1.0,0.377,0.8135,0.377
rff64,null,89,0.06772960144554716,0.004754039200218149,0.06772960144554716,1.0,1.0,1.0,0.377,0.7675,0.377
rff128,null,89,0.06772960144554716,0.004913108750063415,0.06772960144554716,1.0,1.0,1.0,0.377,0.481,0.377
ensemble4x32,null,89,0.06772960144554716,0.00492139526191757,0.06772960144554716,1.0,1.0,1.0,0.377,0.7915,0.377
rff24,null,90,0.06947967570761282,0.003554970062266007,0.06947967570761282,1.0,1.0,1.0,0.2905,0.5945,0.2905
rff64,null,90,0.06947967570761282,0.0036084135912652017,0.06947967570761282,1.0,1.0,1.0,0.2905,0.338,0.2905
rff128,null,90,0.06947967570761282,0.0038241421087949748,0.06947967570761282,1.0,1.0,1.0,0.2905,0.3815,0.2905
ensemble4x32,null,90,0.06947967570761282,0.00303728302752936,0.06947967570761282,1.0,1.0,1.0,0.2905,0.36,0.2905
rff24,null,91,0.08789244248844098,0.013176428923884072,0.08789244248844098,0.999,0.7865,0.999,0.106,0.456,0.106
rff64,null,91,0.08789244248844098,0.015465130126036055,0.08789244248844098,0.999,0.5285,0.999,0.106,0.5285,0.106
rff128,null,91,0.08789244248844098,0.0159281899966938,0.08789244248844098,0.999,0.486,0.999,0.106,0.473,0.106
ensemble4x32,null,91,0.08789244248844098,0.014654145377581973,0.08789244248844098,0.999,0.534,0.999,0.106,0.534,0.106
rff24,null,92,0.040291178514718036,0.00428743431554345,0.040291178514718036,1.0,1.0,1.0,0.1775,0.4915,0.1775
rff64,null,92,0.040291178514718036,0.005544601884662942,0.040291178514718036,1.0,1.0,1.0,0.1775,0.6845,0.1775
rff128,null,92,0.040291178514718036,0.00368288199747615,0.040291178514718036,1.0,1.0,1.0,0.1775,0.7565,0.1775
ensemble4x32,null,92,0.040291178514718036,0.003521885134951374,0.040291178514718036,1.0,1.0,1.0,0.1775,0.5335,0.1775
rff24,null,93,0.05817479734280737,0.010411154118693563,0.05817479734280737,1.0,0.9795,1.0,0.6515,0.743,0.6515
rff64,null,93,0.05817479734280737,0.010969242951789027,0.05817479734280737,1.0,0.966,1.0,0.6515,0.8855,0.6515
rff128,null,93,0.05817479734280737,0.007535932893764083,0.05817479734280737,1.0,1.0,1.0,0.6515,0.669,0.6515
ensemble4x32,null,93,0.05817479734280737,0.008173752540019799,0.05817479734280737,1.0,1.0,1.0,0.6515,0.5495,0.6515
rff24,null,94,0.06350588232719964,0.003953093492444182,0.06350588232719964,1.0,1.0,1.0,0.874,0.737,0.874
rff64,null,94,0.06350588232719964,0.004673076024676352,0.06350588232719964,1.0,1.0,1.0,0.874,0.8095,0.874
rff128,null,94,0.06350588232719964,0.003833194602969876,0.06350588232719964,1.0,1.0,1.0,0.874,0.716,0.874
ensemble4x32,null,94,0.06350588232719964,0.004807710424641339,0.06350588232719964,1.0,1.0,1.0,0.874,0.585,0.874
rff24,null,95,0.0909124099273608,0.009774756881035788,0.0909124099273608,0.998,0.993,0.998,0.03,0.1175,0.03
rff64,null,95,0.0909124099273608,0.009627095035839256,0.0909124099273608,0.998,0.996,0.998,0.03,0.206,0.03
rff128,null,95,0.0909124099273608,0.009035887086667426,0.0909124099273608,0.998,1.0,0.998,0.03,0.092,0.03
ensemble4x32,null,95,0.0909124099273608,0.007080655693056092,0.0909124099273608,0.998,1.0,0.998,0.03,0.144,0.03
rff24,null,96,0.03966836442697019,0.008618725245353282,0.03966836442697019,1.0,1.0,1.0,0.9985,0.9275,0.9985
rff64,null,96,0.03966836442697019,0.010058238679000877,0.03966836442697019,1.0,0.9915,1.0,0.9985,0.711,0.9985
rff128,null,96,0.03966836442697019,0.008017838102923768,0.03966836442697019,1.0,1.0,1.0,0.9985,0.7405,0.9985
ensemble4x32,null,96,0.03966836442697019,0.007702223907591475,0.03966836442697019,1.0,1.0,1.0,0.9985,0.926,0.9985
rff24,null,97,0.12046703245974065,0.013700842388514517,0.12046703245974065,0.7185,0.7215,0.7185,0.7185,0.7215,0.7185
rff64,null,97,0.12046703245974065,0.011949291560743166,0.12046703245974065,0.7185,0.915,0.7185,0.7185,0.915,0.7185
rff128,null,97,0.12046703245974065,0.011349334662757286,0.12046703245974065,0.7185,0.959,0.7185,0.7185,0.7725,0.7185
ensemble4x32,null,97,0.12046703245974065,0.010753088191899832,0.12046703245974065,0.7185,0.955,0.7185,0.7185,0.9215,0.7185
rff24,null,98,0.11005558237884218,0.009396490692291566,0.11005558237884218,0.882,0.997,0.882,0.6145,0.1275,0.6145
rff64,null,98,0.11005558237884218,0.010161346944152423,0.11005558237884218,0.882,0.989,0.882,0.6145,0.212,0.6145
rff128,null,98,0.11005558237884218,0.009254805316623297,0.11005558237884218,0.882,0.9995,0.882,0.6145,0.2775,0.6145
ensemble4x32,null,98,0.11005558237884218,0.008812198664706623,0.11005558237884218,0.882,0.9995,0.882,0.6145,0.441,0.6145
rff24,null,99,0.07749695483898104,0.0089995965171707,0.07749695483898104,1.0,0.9985,1.0,0.6695,0.7755,0.6695
rff64,null,99,0.07749695483898104,0.007930974962733326,0.07749695483898104,1.0,1.0,1.0,0.6695,0.8095,0.6695
rff128,null,99,0.07749695483898104,0.009238303523912242,0.07749695483898104,1.0,0.9995,1.0,0.6695,0.949,0.6695
ensemble4x32,null,99,0.07749695483898104,0.008610477617893577,0.07749695483898104,1.0,0.9995,1.0,0.6695,0.824,0.6695
rff24,null,100,0.04224660958373712,0.003473300117624173,0.04224660958373712,1.0,1.0,1.0,0.974,0.949,0.974
rff64,null,100,0.04224660958373712,0.0042259794159174285,0.04224660958373712,1.0,1.0,1.0,0.974,0.955,0.974
rff128,null,100,0.04224660958373712,0.004682752082312753,0.04224660958373712,1.0,1.0,1.0,0.974,0.969,0.974
ensemble4x32,null,100,0.04224660958373712,0.004242714097408266,0.04224660958373712,1.0,1.0,1.0,0.974,0.997,0.974
rff24,direct_linear,1,0.6109513089362834,0.19812285218049921,0.6109513089362834,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,1,0.6109513089362834,0.251715683070544,0.6109513089362834,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,1,0.6109513089362834,0.26340476872248453,0.6109513089362834,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,1,0.6109513089362834,0.2393508089262691,0.6109513089362834,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,2,0.5710319909099124,0.16266910577746038,0.5710319909099124,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,2,0.5710319909099124,0.1999023622421147,0.5710319909099124,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,2,0.5710319909099124,0.1992013043688755,0.5710319909099124,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,2,0.5710319909099124,0.18433319503953746,0.5710319909099124,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,3,0.64440056166618,0.20974496462304398,0.64440056166618,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,3,0.64440056166618,0.2768174297339498,0.64440056166618,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,3,0.64440056166618,0.28951628793219686,0.64440056166618,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,3,0.64440056166618,0.25959085119170244,0.64440056166618,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,4,0.5974379775947996,0.17862184624885089,0.5974379775947996,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,4,0.5974379775947996,0.21699493449563134,0.5974379775947996,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,4,0.5974379775947996,0.2157937276001841,0.5974379775947996,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,4,0.5974379775947996,0.20411055625901361,0.5974379775947996,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,5,0.661737652737448,0.23148906347520373,0.661737652737448,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,5,0.661737652737448,0.29076086171275034,0.661737652737448,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,5,0.661737652737448,0.2959193312113927,0.661737652737448,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,5,0.661737652737448,0.2695613060204862,0.661737652737448,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,6,0.5538922055123755,0.14735877743581857,0.5538922055123755,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,6,0.5538922055123755,0.19986324472047345,0.5538922055123755,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,6,0.5538922055123755,0.19653924786429655,0.5538922055123755,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,6,0.5538922055123755,0.1777230394414973,0.5538922055123755,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,7,0.5925534644989511,0.17308931865199287,0.5925534644989511,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,7,0.5925534644989511,0.219831425648871,0.5925534644989511,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,7,0.5925534644989511,0.22300814157467297,0.5925534644989511,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
ensemble4x32,direct_linear,7,0.5925534644989511,0.2076504886618026,0.5925534644989511,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff24,direct_linear,8,0.676312730311485,0.24206675584657208,0.676312730311485,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff64,direct_linear,8,0.676312730311485,0.2891207659756978,0.676312730311485,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
rff128,direct_linear,8,0.676312730311485,0.2856077313185834,0.676312730311485,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
